state,phi_total,phi_mc_abs,phi_pore,lambda_basic,lambda_dual,delta_lambda_abs,delta_lambda_pct,alpha_basic,alpha_pore,alpha_mc
oil,0.1521,0.0025,0.1496,3.939840846715576,3.4375687201675573,-0.5022721265480188,-12.748538483901825,0.5,0.5,0.0001
oil,0.155,0.0025,0.1525,3.9212185602602663,3.4219760456352515,-0.4992425146250148,-12.731820656073763,0.5,0.5,0.0001
oil,0.15789999999999998,0.0025,0.15539999999999998,3.902651045677111,3.406423367233658,-0.49622767844345317,-12.715143440588026,0.5,0.5,0.0001
oil,0.1608,0.0025,0.1583,3.884138061678387,3.390910531271235,-0.49322753040715206,-12.69850665900434,0.5,0.5,0.0001
oil,0.1637,0.0025,0.1612,3.865679368391562,3.375437384842881,-0.49024198354868087,-12.681910133500327,0.5,0.5,0.0001
oil,0.1666,0.0025,0.1641,3.8472747273489296,3.360003775824908,-0.48727095152402145,-12.66535368686262,0.5,0.5,0.0001
oil,0.16949999999999998,0.0025,0.16699999999999998,3.8289239014773466,3.3446095528700575,-0.48431434860728917,-12.648837142478124,0.5,0.5,0.0001
oil,0.1724,0.0025,0.1699,3.810626655088044,3.3292545654025534,-0.4813720896854905,-12.632360324324884,0.5,0.5,0.0001
oil,0.1753,0.0025,0.1728,3.7923827538665456,3.3139386636131922,-0.4784440902533533,-12.615923056963407,0.5,0.5,0.0001
oil,0.1782,0.0025,0.1757,3.774191964862664,3.2986616984544703,-0.47553026640819374,-12.599525165527648,0.5,0.5,0.0001
oil,0.18109999999999998,0.0025,0.17859999999999998,3.756054056480581,3.2834235216357506,-0.4726305348448303,-12.583166475715865,0.5,0.5,0.0001
oil,0.184,0.0025,0.1815,3.7379687984690246,3.268223985618464,-0.4697448128505606,-12.56684681378175,0.5,0.5,0.0001
oil,0.1869,0.0025,0.1844,3.7199359619115206,3.2530629436113445,-0.46687301830017613,-12.55056600652527,0.5,0.5,0.0001
oil,0.1898,0.0025,0.1873,3.7019553192167405,3.23794024956571,-0.46401506965103057,-12.534323881283548,0.5,0.5,0.0001
oil,0.19269999999999998,0.0025,0.19019999999999998,3.684026644108919,3.2228557581707666,-0.46117088593815225,-12.518120265921661,0.5,0.5,0.0001
oil,0.1956,0.0025,0.1931,3.666149711618369,3.2078093248489576,-0.45834038676941136,-12.501954988823508,0.5,0.5,0.0001
oil,0.1985,0.0025,0.196,3.6483242980720685,3.192800805751344,-0.45552349232072453,-12.485827878882443,0.5,0.5,0.0001
oil,0.2014,0.0025,0.1989,3.6305501810843315,3.1778300577530194,-0.45272012333131206,-12.469738765491979,0.5,0.5,0.0001
oil,0.20429999999999998,0.0025,0.20179999999999998,3.6128271395475617,3.162896938448561,-0.4499302010990007,-12.453687478536434,0.5,0.5,0.0001
oil,0.2072,0.0025,0.2047,3.595154953623082,3.148001306147513,-0.44715364747556885,-12.437673848381465,0.5,0.5,0.0001
oil,0.2101,0.0025,0.2076,3.577533404732046,3.1331430198699093,-0.44439038486213667,-12.4216977058645,0.5,0.5,0.0001
oil,0.213,0.0025,0.2105,3.559962275546426,3.1183219393418202,-0.44164033620460597,-12.405758882285282,0.5,0.5,0.0001
oil,0.21589999999999998,0.0025,0.21339999999999998,3.5424413499800793,3.103537924990942,-0.4389034249891375,-12.389857209396158,0.5,0.5,0.0001
oil,0.2188,0.0025,0.2163,3.524970413179888,3.0887908379422138,-0.43617957523767403,-12.373992519392381,0.5,0.5,0.0001
oil,0.2217,0.0025,0.2192,3.5075492515169784,3.0740805400134708,-0.43346871150350763,-12.358164644902333,0.5,0.5,0.0001
oil,0.2246,0.0025,0.2221,3.490177652578014,3.0594068937111256,-0.4307707588668883,-12.34237341897769,0.5,0.5,0.0001
oil,0.22749999999999998,0.0025,0.22499999999999998,3.4728554051565617,3.0447697622258874,-0.4280856429306743,-12.326618675083468,0.5,0.5,0.0001
oil,0.2304,0.0025,0.2279,3.4555822992445306,3.0301690094285085,-0.4254132898160221,-12.310900247087943,0.5,0.5,0.0001
oil,0.2333,0.0025,0.2308,3.438358126023688,3.015604499865563,-0.42275362615812506,-12.295217969252706,0.5,0.5,0.0001
oil,0.2362,0.0025,0.2337,3.421182677857242,3.001076098755262,-0.4201065791019798,-12.27957167622225,0.5,0.5,0.0001
oil,0.23909999999999998,0.0025,0.23659999999999998,3.4040557482815004,2.9865836719832926,-0.4174720762982078,-12.263961203013903,0.5,0.5,0.0001
oil,0.242,0.0025,0.2395,3.3869771319975954,2.97212708609869,-0.4148500458989055,-12.248386385007338,0.5,0.5,0.0001
oil,0.2449,0.0025,0.2424,3.3699466248632817,2.9577062083097454,-0.41224041655353627,-12.232847057934066,0.5,0.5,0.0001
oil,0.2478,0.0025,0.2453,3.352964023884802,2.9433209064799377,-0.4096431174048645,-12.217343057866898,0.5,0.5,0.0001
oil,0.2507,0.0025,0.24819999999999998,3.3360291272088225,2.9289710491238976,-0.4070580780849249,-12.20187422120924,0.5,0.5,0.0001
oil,0.2536,0.0025,0.2511,3.3191417341144347,2.9146565054034004,-0.4044852287110343,-12.186440384684364,0.5,0.5,0.0001
oil,0.2565,0.0025,0.254,3.302301645005228,2.9003771451233944,-0.40192449988183343,-12.17104138532436,0.5,0.5,0.0001
oil,0.25939999999999996,0.0025,0.25689999999999996,3.285508661401419,2.886132838728046,-0.399375822673373,-12.155677060459219,0.5,0.5,0.0001
oil,0.2623,0.0025,0.2598,3.2687625859320635,2.871923457296828,-0.3968391286352353,-12.14034724770565,0.5,0.5,0.0001
oil,0.2652,0.0025,0.2627,3.252063222327314,2.857748872540627,-0.3943143497866872,-12.12505178495574,0.5,0.5,0.0001
oil,0.2681,0.0025,0.2656,3.2354103754107606,2.8436089567978855,-0.3918014186128751,-12.109790510365562,0.5,0.5,0.0001
oil,0.271,0.0025,0.2685,3.2188038510918218,2.829503583030763,-0.38930026806105866,-12.094563262343792,0.5,0.5,0.0001
oil,0.2739,0.0025,0.2714,3.2022434563582043,2.81543262482134,-0.38681083153686435,-12.079369879539714,0.5,0.5,0.0001
oil,0.2768,0.0025,0.2743,3.1857289992684272,2.8013959563678346,-0.38433304290059267,-12.06421020083162,0.5,0.5,0.0001
oil,0.2797,0.0025,0.2772,3.1692602889444057,2.7873934524808552,-0.38186683646355046,-12.04908406531481,0.5,0.5,0.0001
oil,0.28259999999999996,0.0025,0.28009999999999996,3.152837135564097,2.773424988579681,-0.37941214698441605,-12.033991312289357,0.5,0.5,0.0001
oil,0.2855,0.0025,0.283,3.1364593503542038,2.7594904406885643,-0.37696890966563945,-12.018931781247792,0.5,0.5,0.0001
oil,0.2884,0.0025,0.2859,3.1201267455829482,2.745589685433064,-0.3745370601498843,-12.003905311862827,0.5,0.5,0.0001
oil,0.2913,0.0025,0.2888,3.103839134552893,2.731722600036406,-0.3721165345164872,-11.988911743974464,0.5,0.5,0.0001
oil,0.2942,0.0025,0.2917,3.087596331593831,2.7178890623158636,-0.3697072692779675,-11.973950917577458,0.5,0.5,0.0001
oil,0.2971,0.0025,0.2946,3.0713981520557283,2.7040889506791763,-0.367309201376552,-11.959022672808048,0.5,0.5,0.0001
oil,0.3,0.0025,0.2975,3.0552444123017266,2.690322144120978,-0.3649222681807487,-11.944126849931052,0.5,0.5,0.0001
brine,0.01,0.0025,0.0075,4.935898716745213,4.260793676504604,-0.6751050402406094,-13.67744921406696,0.5,0.5,0.0001
brine,0.0129,0.0025,0.0104,4.91741985662782,4.245624084878257,-0.6717957717495633,-13.661549986302276,0.5,0.5,0.0001
brine,0.0158,0.0025,0.013300000000000001,4.898990322778217,4.23048944710036,-0.6685008756778572,-13.645686797330729,0.5,0.5,0.0001
brine,0.0187,0.0025,0.016200000000000003,4.880609917957155,4.215389642498695,-0.6652202754584602,-13.629859518395952,0.5,0.5,0.0001
brine,0.0216,0.0025,0.019100000000000002,4.862278445975577,4.200324550955869,-0.6619538950197086,-13.614068021291462,0.5,0.5,0.0001
brine,0.0245,0.0025,0.022000000000000002,4.8439957116876355,4.1852940529061335,-0.658701658781502,-13.598312178356824,0.5,0.5,0.0001
brine,0.0274,0.0025,0.024900000000000002,4.825761520983771,4.170298029332223,-0.655463491651548,-13.582591862474102,0.5,0.5,0.0001
brine,0.0303,0.0025,0.027800000000000002,4.807575680783845,4.155336361762206,-0.6522393190216391,-13.566906947064338,0.5,0.5,0.0001
brine,0.0332,0.0025,0.0307,4.789437999030313,4.140408932266374,-0.6490290667639389,-13.551257306083587,0.5,0.5,0.0001
brine,0.0361,0.0025,0.0336,4.77134828468148,4.125515623454136,-0.6458326612273435,-13.535642814019756,0.5,0.5,0.0001
brine,0.039,0.0025,0.0365,4.753306347704778,4.110656318470949,-0.6426500292338293,-13.520063345888587,0.5,0.5,0.0001
brine,0.0419,0.0025,0.0394,4.735311999070125,4.095830900995252,-0.6394810980748726,-13.504518777230473,0.5,0.5,0.0001
brine,0.0448,0.0025,0.0423,4.71736505074331,4.0810392552354395,-0.6363257955078705,-13.489008984106611,0.5,0.5,0.0001
brine,0.0477,0.0025,0.0452,4.699465315679454,4.0662812659268415,-0.6331840497526127,-13.473533843095641,0.5,0.5,0.0001
brine,0.0506,0.0025,0.0481,4.681612607816507,4.05155681832873,-0.630055789487777,-13.458093231290094,0.5,0.5,0.0001
brine,0.0535,0.0025,0.051,4.663806742068801,4.03686579822135,-0.6269409438474511,-13.44268702629279,0.5,0.5,0.0001
brine,0.0564,0.0025,0.053899999999999997,4.646047534320657,4.022208091902961,-0.6238394424176965,-13.42731510621348,0.5,0.5,0.0001
brine,0.0593,0.0025,0.056799999999999996,4.628334801420035,4.007583586186904,-0.6207512152331311,-13.411977349665293,0.5,0.5,0.0001
brine,0.0622,0.0025,0.059699999999999996,4.610668361172237,3.9929921683986893,-0.6176761927735481,-13.396673635761287,0.5,0.5,0.0001
brine,0.06509999999999999,0.0025,0.06259999999999999,4.593048032333669,3.978433726373107,-0.6146143059605618,-13.38140384411099,0.5,0.5,0.0001
brine,0.06799999999999999,0.0025,0.06549999999999999,4.575473634605632,3.963908148451344,-0.6115654861542876,-13.366167854817057,0.5,0.5,0.0001
brine,0.07089999999999999,0.0025,0.06839999999999999,4.557944988628175,3.949415323478137,-0.608529665150038,-13.350965548471656,0.5,0.5,0.0001
brine,0.07379999999999999,0.0025,0.07129999999999999,4.540461915974001,3.934955140798932,-0.6055067751750691,-13.33579680615333,0.5,0.5,0.0001
brine,0.07669999999999999,0.0025,0.07419999999999999,4.523024239142401,3.920527490257072,-0.6024967488853292,-13.320661509423328,0.5,0.5,0.0001
brine,0.07959999999999999,0.0025,0.07709999999999999,4.505631781553258,3.906132262191,-0.5994995193622579,-13.305559540322406,0.5,0.5,0.0001
brine,0.08249999999999999,0.0025,0.07999999999999999,4.488284367541077,3.891769347431474,-0.596515020109603,-13.290490781367446,0.5,0.5,0.0001
brine,0.08539999999999999,0.0025,0.08289999999999999,4.470981822349076,3.8774386372988157,-0.5935431850502604,-13.275455115547972,0.5,0.5,0.0001
brine,0.08829999999999999,0.0025,0.08579999999999999,4.453723972123319,3.863140023600164,-0.5905839485231548,-13.260452426322978,0.5,0.5,0.0001
brine,0.09119999999999999,0.0025,0.08869999999999999,4.4365106439068915,3.848873398626756,-0.5876372452801357,-13.245482597617507,0.5,0.5,0.0001
brine,0.09409999999999999,0.0025,0.09159999999999999,4.419341665634118,3.834638655151218,-0.5847030104828996,-13.230545513819248,0.5,0.5,0.0001
brine,0.09699999999999999,0.0025,0.09449999999999999,4.402216866124835,3.8204356864248825,-0.5817811796999526,-13.215641059775423,0.5,0.5,0.0001
brine,0.09989999999999999,0.0025,0.09739999999999999,4.3851360750787,3.806264386175118,-0.5788716889035816,-13.200769120789317,0.5,0.5,0.0001
brine,0.10279999999999999,0.0025,0.10029999999999999,4.3680991230695465,3.792124648602682,-0.5759744744668645,-13.185929582617076,0.5,0.5,0.0001
brine,0.10569999999999999,0.0025,0.10319999999999999,4.35110584153978,3.778016368379082,-0.5730894731606977,-13.171122331464394,0.5,0.5,0.0001
brine,0.10859999999999999,0.0025,0.10609999999999999,4.334156062794819,3.763939440643964,-0.5702166221508551,-13.15634725398326,0.5,0.5,0.0001
brine,0.11149999999999999,0.0025,0.10899999999999999,4.317249619997586,3.7498937610025154,-0.5673558589950707,-13.141604237268725,0.5,0.5,0.0001
brine,0.11439999999999999,0.0025,0.11189999999999999,4.300386347163021,3.7358792255228805,-0.56450712164014,-13.126893168855569,0.5,0.5,0.0001
brine,0.11729999999999999,0.0025,0.11479999999999999,4.283566079152661,3.721895730733604,-0.561670348419057,-13.11221393671513,0.5,0.5,0.0001
brine,0.12019999999999999,0.0025,0.11769999999999999,4.266788651669243,3.7079431736210733,-0.5588454780481698,-13.097566429252115,0.5,0.5,0.0001
brine,0.12309999999999999,0.0025,0.12059999999999998,4.250053901251355,3.6940214516270014,-0.5560324496243534,-13.082950535301194,0.5,0.5,0.0001
brine,0.126,0.0025,0.1235,4.233361665268131,3.6801304626459035,-0.5532312026222272,-13.068366144124067,0.5,0.5,0.0001
brine,0.1289,0.0025,0.12639999999999998,4.21671178191398,3.666270105022609,-0.5504416768913707,-13.053813145406,0.5,0.5,0.0001
brine,0.1318,0.0025,0.1293,4.200104090203356,3.6524402775497777,-0.5476638126535787,-13.039291429252707,0.5,0.5,0.0001
brine,0.1347,0.0025,0.13219999999999998,4.183538429965574,3.6386408794654335,-0.5448975505001403,-13.024800886187252,0.5,0.5,0.0001
brine,0.1376,0.0025,0.1351,4.167014641839653,3.6248718104505238,-0.5421428313891297,-13.010341407146688,0.5,0.5,0.0001
brine,0.1405,0.0025,0.138,4.150532567269221,3.6111329706264845,-0.5393995966427365,-12.995912883479098,0.5,0.5,0.0001
brine,0.1434,0.0025,0.1409,4.1340920484974255,3.5974242605528257,-0.5366677879445998,-12.981515206940221,0.5,0.5,0.0001
brine,0.14629999999999999,0.0025,0.14379999999999998,4.117692928561909,3.583745581224733,-0.5339473473371759,-12.96714826969031,0.5,0.5,0.0001
brine,0.1492,0.0025,0.1467,4.1013350512898175,3.570096834070683,-0.5312382172191343,-12.952811964291156,0.5,0.5,0.0001
brine,0.1521,0.0025,0.1496,4.085018261292834,3.5564779209500763,-0.528540340342758,-12.938506183702703,0.5,0.5,0.0001
brine,0.155,0.0025,0.1525,4.068742403962266,3.5428887441508867,-0.525853659811379,-12.924230821279975,0.5,0.5,0.0001
brine,0.15789999999999998,0.0025,0.15539999999999998,4.052507325464157,3.5293292063873207,-0.5231781190768365,-12.909985770770048,0.5,0.5,0.0001
brine,0.1608,0.0025,0.1583,4.036312872734442,3.515799210797499,-0.5205136619369428,-12.89577092630868,0.5,0.5,0.0001
brine,0.1637,0.0025,0.1612,4.020158893474138,3.502298660941149,-0.5178602325329886,-12.881586182417397,0.5,0.5,0.0001
brine,0.1666,0.0025,0.1641,4.004045236144567,3.4888274607973138,-0.5152177753472529,-12.867431434000185,0.5,0.5,0.0001
brine,0.16949999999999998,0.0025,0.16699999999999998,3.9879717499626226,3.4753855147620767,-0.5125862352005459,-12.85330657634047,0.5,0.5,0.0001
brine,0.1724,0.0025,0.1699,3.9719382848960576,3.461972727646294,-0.5099655572497634,-12.839211505097916,0.5,0.5,0.0001
brine,0.1753,0.0025,0.1728,3.955944691658827,3.448589004673358,-0.507355686985469,-12.825146116305334,0.5,0.5,0.0001
brine,0.1782,0.0025,0.1757,3.939990821706445,3.435234251476954,-0.5047565702294912,-12.811110306365551,0.5,0.5,0.0001
brine,0.18109999999999998,0.0025,0.17859999999999998,3.924076527231395,3.42190837409885,-0.502168153132545,-12.79710397204833,0.5,0.5,0.0001
brine,0.184,0.0025,0.1815,3.908201661158556,3.408611278986692,-0.4995903821718639,-12.783127010487075,0.5,0.5,0.0001
brine,0.1869,0.0025,0.1844,3.8923660771406787,3.395342872991809,-0.4970232041488698,-12.769179319176004,0.5,0.5,0.0001
brine,0.1898,0.0025,0.1873,3.8765696295538845,3.3821030633670466,-0.49446656618683793,-12.755260795966693,0.5,0.5,0.0001
brine,0.19269999999999998,0.0025,0.19019999999999998,3.860812173493204,3.3688917577645983,-0.4919204157286057,-12.741371339065262,0.5,0.5,0.0001
brine,0.1956,0.0025,0.1931,3.845093564768145,3.355708864233864,-0.48938470053428107,-12.727510847029036,0.5,0.5,0.0001
brine,0.1985,0.0025,0.196,3.8294136598982926,3.3425542912193142,-0.4868593686789784,-12.713679218763458,0.5,0.5,0.0001
brine,0.2014,0.0025,0.1989,3.813772316108948,3.3294279475583686,-0.4843443685505795,-12.69987635351914,0.5,0.5,0.0001
brine,0.20429999999999998,0.0025,0.20179999999999998,3.79816939132679,3.3163297424792946,-0.48183964884749564,-12.686102150888475,0.5,0.5,0.0001
brine,0.2072,0.0025,0.2047,3.7826047441755777,3.303259585599113,-0.47934515857646476,-12.672356510802677,0.5,0.5,0.0001
brine,0.2101,0.0025,0.2076,3.7670782339718785,3.2902173869215154,-0.476860847050363,-12.658639333528713,0.5,0.5,0.0001
brine,0.213,0.0025,0.2105,3.7515897207208257,3.2772030568348067,-0.474386663886019,-12.64495051966586,0.5,0.5,0.0001
brine,0.21589999999999998,0.0025,0.21339999999999998,3.7361390651119186,3.2642165061098427,-0.4719225590020759,-12.631289970142992,0.5,0.5,0.0001
brine,0.2188,0.0025,0.2163,3.7207261285148427,3.251257645898001,-0.4694684826168416,-12.617657586215131,0.5,0.5,0.0001
brine,0.2217,0.0025,0.2192,3.7053507729753177,3.238326387729146,-0.46702438524617174,-12.6040532694604,0.5,0.5,0.0001
brine,0.2246,0.0025,0.2221,3.6900128612109904,3.225422643509622,-0.4645902177013683,-12.590476921776874,0.5,0.5,0.0001
brine,0.22749999999999998,0.0025,0.22499999999999998,3.6747122566073442,3.2125463255202487,-0.4621659310870956,-12.576928445379489,0.5,0.5,0.0001
brine,0.2304,0.0025,0.2279,3.6594488232136433,3.1996973464143355,-0.45975147679930783,-12.563407742796763,0.5,0.5,0.0001
brine,0.2333,0.0025,0.2308,3.6442224257389064,3.186875619215705,-0.45734680652320137,-12.549914716867734,0.5,0.5,0.0001
brine,0.2362,0.0025,0.2337,3.6290329295479093,3.174081057316734,-0.45495187223117517,-12.536449270738673,0.5,0.5,0.0001
brine,0.23909999999999998,0.0025,0.23659999999999998,3.6138802006572175,3.161313574476397,-0.45256662618082055,-12.523011307860097,0.5,0.5,0.0001
brine,0.242,0.0025,0.2395,3.5987641057312465,3.1485730848183353,-0.4501910209129112,-12.509600731983381,0.5,0.5,0.0001
brine,0.2449,0.0025,0.2424,3.5836845120783494,3.1358595028289282,-0.44782500924942115,-12.496217447157647,0.5,0.5,0.0001
brine,0.2478,0.0025,0.2453,3.5686412876469356,3.1231727433553784,-0.44546854429155713,-12.482861357726625,0.5,0.5,0.0001
brine,0.2507,0.0025,0.24819999999999998,3.553634301021614,3.1105127216038144,-0.4431215794177996,-12.469532368325268,0.5,0.5,0.0001
brine,0.2536,0.0025,0.2511,3.5386634214193737,3.0978793531374,-0.4407840682819737,-12.456230383876782,0.5,0.5,0.0001
brine,0.2565,0.0025,0.254,3.523728518685773,3.085272553874456,-0.4384559648113173,-12.442955309589117,0.5,0.5,0.0001
brine,0.25939999999999996,0.0025,0.25689999999999996,3.5088294632911765,3.0726922400865937,-0.4361372232045828,-12.429707050951949,0.5,0.5,0.0001
brine,0.2623,0.0025,0.2598,3.493966126327008,3.0601383283968673,-0.4338277979301406,-12.416485513733274,0.5,0.5,0.0001
brine,0.2652,0.0025,0.2627,3.479138379502031,3.0476107357779254,-0.43152764372410557,-12.40329060397621,0.5,0.5,0.0001
brine,0.2681,0.0025,0.2656,3.46434609513866,3.035109379550182,-0.4292367155884782,-12.390122227995759,0.5,0.5,0.0001
brine,0.271,0.0025,0.2685,3.4495891461692954,3.0226341773800005,-0.42695496878929484,-12.376980292375409,0.5,0.5,0.0001
brine,0.2739,0.0025,0.2714,3.4348674061326823,3.0101850472778846,-0.42468235885479766,-12.36386470396386,0.5,0.5,0.0001
brine,0.2768,0.0025,0.2743,3.420180749170303,2.9977619075966797,-0.4224188415736232,-12.350775369871819,0.5,0.5,0.0001
brine,0.2797,0.0025,0.2772,3.4055290500227833,2.985364677029791,-0.42016437299299225,-12.337712197468447,0.5,0.5,0.0001
brine,0.28259999999999996,0.0025,0.28009999999999996,3.390912184026341,2.9729932746094114,-0.41791890941692955,-12.324675094378177,0.5,0.5,0.0001
brine,0.2855,0.0025,0.283,3.3763300271092413,2.9606476197047518,-0.4156824074044896,-12.311663968477337,0.5,0.5,0.0001
brine,0.2884,0.0025,0.2859,3.3617824557882905,2.948327632020297,-0.4134548237679936,-12.298678727890627,0.5,0.5,0.0001
brine,0.2913,0.0025,0.2888,3.3472693471653505,2.936033231594059,-0.41123611557129136,-12.285719280987903,0.5,0.5,0.0001
brine,0.2942,0.0025,0.2917,3.3327905789238774,2.9237643387958543,-0.40902624012802313,-12.272785536380548,0.5,0.5,0.0001
brine,0.2971,0.0025,0.2946,3.3183460293254847,2.911520874325576,-0.4068251549999089,-12.259877402918214,0.5,0.5,0.0001
brine,0.3,0.0025,0.2975,3.303935577206532,2.8993027592114897,-0.40463281799504225,-12.24699478968528,0.5,0.5,0.0001
